diseaseNID,diseaseId,diseaseName,type
28212,C4310798,IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4,disease
28217,C4310803,IMMUNODEFICIENCY 51,disease
28218,C4310804,WITTEVEEN-KOLK SYNDROME,disease
28219,C4310805,"BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS",disease
28220,C4310806,CATARACT 47,disease
28223,C4310809,ANTERIOR SEGMENT DYSGENESIS 5,disease
28224,C4310810,"MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS",disease
28225,C4310811,MEESTER-LOEYS SYNDROME,disease
28226,C4310812,IMMUNODEFICIENCY 50,disease
28230,C4310817,"MENTAL RETARDATION, X-LINKED 104",disease
28232,C4310819,IMMUNODEFICIENCY 47,disease
28233,C4310820,"BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT",disease
28234,C4310822,LIPID STORAGE MYOPATHY DUE TO FLAVIN ADENINE DINUCLEOTIDE SYNTHETASE DEFICIENCY,disease
28235,C4310830,Xq25 TRIPLICATION SYNDROME,disease
28237,C4310833,INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN,disease
28247,C4310891,"GM2-GANGLIOSIDOSIS, LATE ONSET",disease
28251,C4310897,"MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITHOUT CONGENITAL HEART DEFECTS",phenotype
28255,C4310935,MITOCHONDRIAL DNA DEPLETION SYNDROME 3,disease
28256,C4310943,GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE,disease
28258,C4310971,HB NIIGATA,phenotype
28261,C4310978,EHLERS-DANLOS/OSTEOGENESIS IMPERFECTA CROSSOVER SYNDROME,disease
28266,C4315130,Hippocampal atrophy,phenotype
28271,C4316788,Abnormality of the intestine,phenotype
28276,C4316810,Writer's Cramp,disease
28278,C4316812,Fibrinogen Deficiency,disease
28281,C4316870,Abnormality of the eye,phenotype
28282,C4316878,Loss of eyelashes,phenotype
28283,C4316881,Prescription Drug Abuse,phenotype
28284,C4316899,Cystinosis,disease
28285,C4316903,Absence Seizures,phenotype
28292,C4317009,Diverticular Diseases,group
28299,C4317107,Abnormality of the thyroid gland,phenotype
28300,C4317109,Epileptic Seizures,phenotype
28302,C4317123,Myoclonic Seizures,phenotype
28303,C4317124,Polynesian Bronchiectasis,disease
28305,C4317146,Acid reflux,phenotype
28307,C4317151,"Hypotrichosis, lymphedema, telangiectasia, renal defect syndrome",disease
28308,C4317152,Dimple chin,phenotype
28313,C4317224,Congenital disorder of glycosylation type 1q,disease
28314,C4317295,Congenital disorder of glycosylation type 1s,disease
28325,C4321245,Cleft lip or lips,phenotype
28328,C4321324,Constitutional Mismatch Repair Deficiency Syndrome,disease
28333,C4321465,Chemokine (C-X-C Motif) Ligand 6 Measurement,phenotype
28422,C4476540,Dilatation of the cerebral artery,phenotype
28428,C4476554,Carotid artery dilatation,phenotype
28434,C4476570,Reduced brain creatine level by MRS,phenotype
28447,C4476622,Dependency on intravenous nutrition,phenotype
28451,C4476639,Ground-glass opacification on pulmonary HRCT,phenotype
28455,C4476703,Anti-glutamic acid decarboxylase antibody positivity,phenotype
28456,C4476705,Upgaze palsy,disease
28468,C4476748,Reticular pattern on pulmonary HRCT,phenotype
28470,C4476759,Stooped posture,phenotype
28473,C4476767,Diffuse alveolar hemorrhage,disease
28478,C4476786,Testicular adrenal rest tumor,disease
28479,C4476788,Decreased CSF 5-hydroxyindolacetic acid,phenotype
28482,C4476793,Abnormal cell morphology,phenotype
28488,C4476822,Hypoplastic hippocampus,disease
28493,C4476851,5-minute APGAR score of 1,phenotype
28500,C4476886,Abnormal vena cava morphology,phenotype
28516,C4476955,Impaired cortisol response to insulin stimulation test,phenotype
28519,C4476965,Absent pubertal growth spurt,phenotype
28529,C4477011,Thinning of Descemet membrane,phenotype
28530,C4477013,Impaired oropharyngeal swallow response,phenotype
28532,C4477022,Finger flexor weakness,phenotype
28537,C4477049,Hypoplasia of the olfactory bulb,disease
28547,C4477077,Abnormal cardiac exercise stress test,phenotype
28552,C4477095,Increased lactate dehydrogenase activity,phenotype
28554,C4478379,"MENTAL RETARDATION, X-LINKED 106",disease
28555,C4478383,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35",disease
28559,C4478716,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 1,disease
28561,C4478940,BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS,disease
28562,C4479088,"MYASTHENIC SYNDROME, CONGENITAL, 22",disease
28566,C4479229,HYPERPARATHYROIDISM 4,disease
28568,C4479236,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52",disease
28569,C4479246,"CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER",disease
28575,C4479313,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 53",disease
28576,C4479319,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 54",disease
28581,C4479357,ANAUXETIC DYSPLASIA 2,disease
28584,C4479409,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID",disease
28588,C4479428,DIAMOND-BLACKFAN ANEMIA 17,disease
28589,C4479431,"BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY",disease
28590,C4479452,IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES,disease
28592,C4479481,RETINITIS PIGMENTOSA 78,disease
28593,C4479491,LOPES-MACIEL-RODAN SYNDROME,disease
28597,C4479515,"BLEEDING DISORDER, PLATELET-TYPE, 21",disease
28602,C4479539,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC, WITH MYELIN DEFECT",disease
28603,C4479548,SPECIFIC GRANULE DEFICIENCY 2,disease
28605,C4479552,"46,XX SEX REVERSAL 4",disease
28606,C4479566,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES",disease
28607,C4479569,NEURODEVELOPMENTAL DISORDER WITH INVOLUNTARY MOVEMENTS,disease
28608,C4479577,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2,disease
28610,C4479599,STANKIEWICZ-ISIDOR SYNDROME,disease
28615,C4479619,ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 3,disease
28619,C4479637,RAHMAN SYNDROME,disease
28623,C4479653,"SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATING LEUKODYSTROPHY",disease
28629,C4479664,"ADRENAL INSUFFICIENCY, NR5A1-RELATED",disease
28631,C4479677,"CRANIOSYNOSTOSIS 7, SUSCEPTIBILITY TO",phenotype
28640,C4505291,Xp21 Contiguous Gene Deletion Syndrome,disease
28643,C4505390,Heroin Smoking,disease
28645,C4505436,Generalized Absence Seizures,phenotype
28647,C4505456,HIV Coinfection,disease
28676,C4510744,"46,XY partial gonadal dysgenesis",disease
28684,C4511003,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,disease
28689,C4511136,Congenital central hypothyroidism due to thyrotropin-releasing hormone receptor deficiency,disease
28690,C4511138,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy,phenotype
28715,C4518333,Clear cell papillary renal cell carcinoma,disease
28721,C4518356,MiT family translocation renal cell carcinoma,disease
28737,C4520679,Abnormal macular morphology,phenotype
28752,C4520892,Otospondylomegaepiphyseal dysplasia,disease
28760,C4520981,Abnormality of the basal ganglia,phenotype
28765,C4521075,Childhood Overweight,phenotype
28767,C4521256,Glomerulopathy Assessment,phenotype
28774,C4521564,"FANCONI ANEMIA, COMPLEMENTATION GROUP W",disease
28775,C4521577,Neck Pain Score 1,phenotype
28785,C4522089,Hepatocyte Growth Factor Measurement,phenotype
28788,C4522164,HELIX SYNDROME,disease
28884,C4528257,Corpuscular Hemoglobin Concentration Mean,phenotype
28904,C4529962,Fatty Liver Disease,disease
28920,C4531094,Abnormal mitral valve physiology,phenotype
28923,C4531112,Penile freckling,phenotype
28928,C4531131,Small cerebellar cortex,phenotype
28942,C4531166,Decreased lymphocyte proliferation in response to mitogen,phenotype
28949,C4531220,Coronary sinus enlargement,phenotype
28954,C4531255,Internally nucleated skeletal muscle fibers,phenotype
28959,C4531288,Abnormal morphology of left ventricular trabeculae,phenotype
28962,C4531299,Premature occlusive vascular stenosis,disease
28967,C4538355,"PITUITARY ADENOMA 1, MULTIPLE TYPES",disease
28968,C4538407,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2",disease
28979,C4539714,MECKEL SYNDROME 13,disease
28981,C4539729,OROFACIODIGITAL SYNDROME XVI,disease
28982,C4539754,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 14",disease
28983,C4539767,EXUDATIVE VITREORETINOPATHY 7,disease
28985,C4539783,SPERMATOGENIC FAILURE 18,disease
28988,C4539789,Coiled sperm flagella,phenotype
28994,C4539828,BIRK-LANDAU-PEREZ SYNDROME,disease
28995,C4539839,MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 3,disease
28998,C4539851,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 46",disease
28999,C4539857,CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME,disease
29000,C4539873,"MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES",disease
29004,C4539896,"NEPHROTIC SYNDROME, TYPE 15",disease
29008,C4539937,JOUBERT SYNDROME 30,disease
29012,C4539951,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 47",disease
29014,C4539957,IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS,disease
29016,C4539968,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY",disease
29023,C4540020,"JOINT LAXITY, SHORT STATURE, AND MYOPIA",disease
29025,C4540031,Combined oxidative phosphorylation deficiency,phenotype
29026,C4540034,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 56",disease
29027,C4540036,FRASER SYNDROME 2,disease
29030,C4540059,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY",disease
29033,C4540127,BLEPHAROCHEILODONTIC SYNDROME 2,disease
29037,C4540156,AL KAISSI SYNDROME,disease
29044,C4540199,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1",disease
29047,C4540232,PLATELET ABNORMALITIES WITH EOSINOPHILIA AND IMMUNE-MEDIATED INFLAMMATORY DISEASE,disease
29050,C4540266,GALLOWAY-MOWAT SYNDROME 3,disease
29052,C4540274,GALLOWAY-MOWAT SYNDROME 5,disease
29058,C4540324,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 49",disease
29059,C4540327,NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES,disease
29061,C4540345,"MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION",disease
29063,C4540358,"LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET",disease
29067,C4540395,KLEEFSTRA SYNDROME 2,disease
29074,C4540439,RETINITIS PIGMENTOSA 80,disease
29080,C4540481,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 53",disease
29083,C4540493,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY",disease
29084,C4540496,NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE,disease
29085,C4540497,RENAL HYPODYSPLASIA/APLASIA 3,disease
29095,C4540559,"NEPHROTIC SYNDROME, TYPE 14",disease
29134,C4551472,Hypertrophic obstructive cardiomyopathy,disease
29139,C4551477,SOTOS SYNDROME 1,disease
29142,C4551480,FRASER SYNDROME 1,disease
29143,C4551481,TOWNES-BROCKS SYNDROME 1,disease
29145,C4551483,SCLEROSTEOSIS 1,disease
29146,C4551484,Leopard Syndrome 1,disease
29147,C4551485,Clinodactyly,disease
29148,C4551486,ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1,disease
29149,C4551487,Submucous cleft palate,disease
29150,C4551488,Bifid uvula,disease
29152,C4551490,Ovotestis,disease
29154,C4551492,Micropenis,disease
29155,C4551493,Situs inversus totalis,disease
29158,C4551496,"Hyperuricemic Nephropathy, Familial Juvenile 1",disease
29160,C4551499,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1",disease
29162,C4551501,"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1",disease
29163,C4551502,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1,disease
29165,C4551504,Oculocutaneous albinism type 1A,disease
29167,C4551506,Paroxysmal Nonkinesigenic Dyskinesia 1,disease
29170,C4551509,Jervell And Lange-Nielsen Syndrome 1,disease
29172,C4551511,X-linked sideroblastic anemia,disease
29173,C4551512,DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUT PSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA,disease
29179,C4551520,Intention tremor,phenotype
29180,C4551521,Kinetic tremor,phenotype
29181,C4551527,Focal segmental glomerulosclerosis 1,disease
29186,C4551549,Early Infantile Epileptic Encephalopathy 6,disease
29189,C4551552,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 1",disease
29192,C4551557,IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 1,disease
29193,C4551558,"Fibromatosis, Gingival, Type 1",disease
29194,C4551559,Senior-Loken Syndrome 1,disease
29195,C4551560,Truncal obesity,phenotype
29197,C4551563,Microcephaly (physical finding),phenotype
29198,C4551564,Narrow nasal bridge,phenotype
29202,C4551568,Joubert syndrome 1,disease
29203,C4551570,2-3 toe syndactyly,disease
29204,C4551571,Cranioectodermal dysplasia,disease
29207,C4551583,Cerebral cortical atrophy,disease
29208,C4551584,Brain atrophy,disease
29211,C4551591,Increased HDL cholesterol concentration,phenotype
29212,C4551592,"SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1",disease
29214,C4551595,"Biliary Cirrhosis, Primary, 1",disease
29215,C4551596,Abnormal renal morphology,disease
29216,C4551602,Noonan Syndrome 1,disease
29217,C4551623,"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1",disease
29218,C4551624,Idiopathic basal ganglia calcification 1,disease
29222,C4551630,Ichthyosis Congenita I,disease
29227,C4551637,"Erythrocytosis familial, 1",disease
29229,C4551647,Long QT Syndrome 1,disease
29230,C4551649,Congenital Dysplasia Of The Hip,disease
29234,C4551675,"Keratoderma, Palmoplantar",disease
29235,C4551676,Laryngismus stridulus,phenotype
29236,C4551679,"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1",disease
29237,C4551680,Generalized osteoporosis,disease
29238,C4551681,"Periodontitis, Aggressive, 1",disease
29239,C4551683,Adrenal Gland Pheochromocytoma,disease
29245,C4551693,Wolfram Syndrome 1,disease
29247,C4551702,Branchiootorenal Syndrome 1,disease
29248,C4551705,Abnormality of chromosome stability,phenotype
29249,C4551714,Rod-Cone Dystrophy,disease
29251,C4551720,Primary Ciliary Dyskinesia,disease
29252,C4551721,PERRAULT SYNDROME 1,disease
29253,C4551722,Encephalocele,disease
29256,C4551761,Excessive daytime sleepiness,phenotype
29260,C4551768,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1",disease
29263,C4551772,GALLOWAY-MOWAT SYNDROME 1,disease
29264,C4551773,ZIMMERMANN-LABAND SYNDROME 1,disease
29265,C4551774,FEINGOLD SYNDROME 1,disease
29266,C4551775,"Knobloch Syndrome, Type I",disease
29269,C4551804,Brugada Syndrome 1,disease
29271,C4551825,Megaloblastic Anemia 1,disease
29275,C4551838,Talipes transversoplanus,disease
29277,C4551851,Cornelia de Lange Syndrome 1,disease
29280,C4551854,HYPOPLASTIC LEFT HEART SYNDROME 1,disease
29281,C4551856,Asphyxiating Thoracic Dystrophy 1,disease
29282,C4551857,Juvenile Myoclonic Epilepsy of Janz,disease
29284,C4551859,RUBINSTEIN-TAYBI SYNDROME 1,disease
29286,C4551861,"Telangiectasia, Hereditary Hemorrhagic, Type 1",disease
29289,C4551864,VAN DER WOUDE SYNDROME 1,disease
29293,C4551895,Familial Cold Autoinflammatory Syndrome 1,disease
29294,C4551898,"Cholestasis, progressive familial intrahepatic 1",disease
29295,C4551899,"Cholestasis, benign recurrent intrahepatic 1",disease
29297,C4551902,"Craniosynostosis, Type 1",disease
29299,C4551904,Total Anomalous Pulmonary Venous Return 1,disease
29301,C4551906,"Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus",disease
29303,C4551915,"Gait Disturbance, CTCAE",phenotype
29304,C4551936,"Anal Stenosis, CTCAE",phenotype
29305,C4551950,VAN MALDERGEM SYNDROME 1,disease
29306,C4551951,Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1,disease
29307,C4551952,"Myopathy, Centronuclear, 1",disease
29309,C4551954,HYPEREKPLEXIA 1,disease
29310,C4551955,"Loeys-Dietz Syndrome, Type 1a",disease
29311,C4551957,"Epilepsy, Familial Temporal Lobe 1",disease
29312,C4551958,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1",disease
29316,C4551962,"ACNE INVERSA, FAMILIAL, 1",disease
29317,C4551964,"GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1",disease
29319,C4551966,GLUT1 DEFICIENCY SYNDROME 1,disease
29321,C4551968,"Lissencephaly, X-Linked, 1",disease
29326,C4551973,Miyoshi Muscular Dystrophy 1,disease
29327,C4551974,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1",disease
29330,C4551977,"Microphthalmos, Autosomal Recessive",disease
29332,C4551979,Nephronophthisis 1,disease
29333,C4551980,HEIMLER SYNDROME 1,disease
29334,C4551981,Familial Multiple Coagulation Factor Deficiency I,disease
29335,C4551982,TRICHOHEPATOENTERIC SYNDROME 1,disease
29336,C4551983,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1",disease
29338,C4551985,"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1",disease
29342,C4551990,Acanthocytosis With Hypobetalipoproteinemia,disease
29343,C4551992,ANTERIOR SEGMENT DYSGENESIS 1,disease
29344,C4551993,"Amyotrophic Lateral Sclerosis, Familial",disease
29345,C4551995,Mitochondrial DNA Depletion Syndrome 1,disease
29346,C4551996,Auriculocondylar syndrome 1,disease
29347,C4551998,"Porencephaly, Type 1, Autosomal Dominant",disease
29348,C4551999,"MACULAR DYSTROPHY, PATTERNED, 1",disease
29349,C4552000,Episodic Kinesigenic Dyskinesia 1,disease
29350,C4552001,MEIER-GORLIN SYNDROME 1,disease
29351,C4552002,WEILL-MARCHESANI SYNDROME 1,disease
29352,C4552003,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1",disease
29353,C4552004,Distal Myopathy 1,disease
29354,C4552011,Gonadotropin deficiency,disease
29356,C4552029,CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1,disease
29360,C4552049,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 1",disease
29362,C4552070,"Pulmonary Hypertension, Primary, 1",disease
29363,C4552072,X-linked infantile spasms,disease
29364,C4552078,PSEUDO-TORCH SYNDROME 1,disease
29365,C4552079,Premature Ovarian Failure 1,disease
29366,C4552089,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 1, WITH BARTTER SYNDROME",disease
29367,C4552091,"Polyarthritis, Juvenile, Rheumatoid Factor Negative",disease
29370,C4552097,Nevus Sebaceus of Jadassohn,disease
29371,C4552100,Lynch Syndrome,disease
29372,C4552122,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1",disease
29407,C4552662,"Rhinorrhea, CTCAE",phenotype
29412,C4552766,Miscarriage,disease
29414,C4552810,"Irritability, CTCAE",phenotype
29415,C4552811,"Generalized Muscle Weakness, CTCAE",phenotype
29416,C4552839,"Hypomagnesemia, CTCAE",phenotype
29417,C4552855,"Agitation, CTCAE 5.0",phenotype
29425,C4553087,"Myoclonic Epilepsy, Juvenile, 1",disease
29427,C4553157,Interleukin 1 Receptor-Like 1 Measurement,phenotype
29430,C4553297,Cystic Echinocccosis,disease
29432,C4553313,"Periorbital Edema, CTCAE",phenotype
29440,C4553705,Absence Seizure Disorder,disease
29441,C4553743,"Spasticity, CTCAE",phenotype
29446,C4553765,"Memory Impairment, CTCAE 5.0",phenotype
29448,C4553962,"Hyperkeratosis, CTCAE",phenotype
29449,C4553976,"Urinary Urgency, CTCAE 5",phenotype
29450,C4554007,Uveoretinal Coloboma,disease
29452,C4554036,"Nystagmus, CTCAE 5.0",phenotype
29454,C4554063,"Bone Pain, CTCAE 5.0",phenotype
29456,C4554117,"Diabetes Mellitus, Sudden-Onset",disease
29458,C4554166,"Hepatic Necrosis, CTCAE 5.0",phenotype
29463,C4554421,"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 3",disease
29466,C4554651,"Generalized Edema, CTCAE",phenotype
29491,C4692546,"PROTOPORPHYRIA, ERYTHROPOIETIC, 1",disease
29492,C4692564,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1",disease
29494,C4692625,SHWACHMAN-DIAMOND SYNDROME 1,disease
29499,C4693347,ALKURAYA-KUCINSKAS SYNDROME,disease
29502,C4693362,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 2",disease
29503,C4693367,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 58",disease
29505,C4693376,DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES,disease
29507,C4693389,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 56",disease
29510,C4693405,"NEURODEVELOPMENTAL DISORDER WITH MOVEMENT ABNORMALITIES, ABNORMAL GAIT, AND AUTISTIC FEATURES",disease
29514,C4693466,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35,disease
29517,C4693481,"SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES",disease
29524,C4693535,"LEUKODYSTROPHY, HYPOMYELINATING, 14",disease
29525,C4693542,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 8",phenotype
29526,C4693546,NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS,disease
29528,C4693552,"ERYTHROCYTOSIS, FAMILIAL, 5",disease
29530,C4693563,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 5",disease
29534,C4693583,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 7,disease
29536,C4693609,"AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25",phenotype
29537,C4693613,"EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10",phenotype
29540,C4693651,OROFACIODIGITAL SYNDROME XVIII,disease
29545,C4693694,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 4",disease
29546,C4693699,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 62",disease
29548,C4693722,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36,disease
29553,C4693751,SPERMATOGENIC FAILURE 24,disease
29559,C4693797,"METHEMOGLOBINEMIA, BETA TYPE",disease
29560,C4693799,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, DI ROCCO TYPE",disease
29563,C4693822,"ERYTHROCYTOSIS, FAMILIAL, 6",disease
29564,C4693823,"ERYTHROCYTOSIS, FAMILIAL, 7",disease
29572,C4693864,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 3",disease
29573,C4693870,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2",disease
29574,C4693893,"DEAFNESS, AUTOSOMAL RECESSIVE 57",disease
29575,C4693899,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64",disease
29580,C4693934,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3",disease
29584,C4693948,"DRUG METABOLISM, ALTERED, CYP2C8-RELATED",disease
29587,C4693964,"NEURODEVELOPMENTAL DISORDER WITH HYPERKINETIC MOVEMENTS WITHOUT SEIZURES, AUTOSOMAL RECESSIVE",disease
29588,C4693974,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC",disease
